cnpj,situacao_atual,razao_social,SETOR,CNAE PRIMARIO,Porte,Municipio,SESI,SENAI,CNPJ_NORMALIZADO,CNAE_DIVISAO,EH_INDUSTRIA,CNPJ_BASICO,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,SEBRAE_cnpj,SEBRAE_situacao_atual,SEBRAE_razao_social,SEBRAE_SETOR,SEBRAE_CNAE PRIMARIO,SEBRAE_Porte,SEBRAE_Municipio,SEBRAE_SESI,SEBRAE_SENAI,SEBRAE_cnae_codigo_recuperado,SEBRAE_cnae_norm,SEBRAE_cnae_divisao,SEBRAE_secao,SEBRAE_setor,SEBRAE_subsetor,SEBRAE_e_industria,SEBRAE_auditoria,SEBRAE_elegivel_sebrae,SEBRAE_oportunidade_comercial,ENCONTRADO_SEBRAE,SEBRAE_ELEGIVEL,SEBRAE_OPORTUNIDADE_ORIGINAL,STATUS_SEBRAE,SEBRAE_OPORTUNIDADE,OPORTUNIDADE_SEBRAE,OPORTUNIDADE_SESI,OPORTUNIDADE_SENAI,OPORTUNIDADE_GERAL,OPORTUNIDADE_CROSS_SELL
64034899000146,ATIVA,FASTNET TELECOMUNICACOES LTDA,INDÚSTRIA,Servicos de comunicacao multimidia - scm,MICRO EMPRESA,Maceió,,,64034899000146,0,True,64034899,False,False,False,SEM RELACIONAMENTO,64034899000146.0,ATIVA,FASTNET TELECOMUNICACOES LTDA,INDÚSTRIA,Servicos de comunicacao multimidia - scm,MICRO EMPRESA,Maceió,,,6110-8/03,6110803.0,61.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
48143470000130,ATIVA,GILDSON DE OLIVEIRA MACENA 09281270447,INDÚSTRIA,Manutencao e reparacao de motocicletas e motonetas,MICRO EMPRESA,Maceió,,,48143470000130,10,True,48143470,False,False,False,SEM RELACIONAMENTO,48143470000130.0,ATIVA,GILDSON DE OLIVEIRA MACENA 09281270447,INDÚSTRIA,Manutencao e reparacao de motocicletas e motonetas,MICRO EMPRESA,Maceió,,,4543-9/00,4543900.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
48990732000100,ATIVA,TUDO NO CONTROLE AUTOMACAO LTDA,INDÚSTRIA,Instalacao e manutencao eletrica,PEQUENO PORTE,Maceió,,,48990732000100,0,True,48990732,False,False,False,SEM RELACIONAMENTO,48990732000100.0,ATIVA,TUDO NO CONTROLE AUTOMACAO LTDA,INDÚSTRIA,Instalacao e manutencao eletrica,PEQUENO PORTE,Maceió,,,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
60432237000173,ATIVA,J L DO NASCIMENTO ENERGIA SOLAR LTDA,INDÚSTRIA,Instalacao e manutencao eletrica,PEQUENO PORTE,Maceió,,,60432237000173,0,True,60432237,False,False,False,SEM RELACIONAMENTO,60432237000173.0,ATIVA,J L DO NASCIMENTO ENERGIA SOLAR LTDA,INDÚSTRIA,Instalacao e manutencao eletrica,PEQUENO PORTE,Maceió,,,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
34015072000124,ATIVA,P VIEIRA CONSULTORIA E PROJETOS DE ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,34015072000124,0,True,34015072,False,False,False,SEM RELACIONAMENTO,34015072000124.0,ATIVA,P VIEIRA CONSULTORIA E PROJETOS DE ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
17399960000179,ATIVA,CORBOTI TECNOLOGIA LTDA,INDÚSTRIA,Fabricacao de componentes eletronicos,DEMAIS,Maceió,,,17399960000179,10,True,17399960,False,False,False,SEM RELACIONAMENTO,17399960000179.0,ATIVA,CORBOTI TECNOLOGIA LTDA,INDÚSTRIA,Fabricacao de componentes eletronicos,DEMAIS,Maceió,,,2610-8/00,2610800.0,26.0,C,Industria de transformacao,"Informatica, eletronicos e opticos",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
43226048000125,ATIVA,ANTONIEL VIEIRA DA SILVA 04271702579,INDÚSTRIA,"Manutencao e reparacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo",MICRO EMPRESA,Maceió,,,43226048000125,10,True,43226048,False,False,False,SEM RELACIONAMENTO,43226048000125.0,ATIVA,ANTONIEL VIEIRA DA SILVA 04271702579,INDÚSTRIA,"Manutencao e reparacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo",MICRO EMPRESA,Maceió,,,3314-7/19,3314719.0,33.0,C,Industria de transformacao,"Manutencao, reparacao e instalacao de maquinas",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
21603392000153,ATIVA,AGRESTE EMPREENDIMENTO IMOBILIARIO SPE LTDA,INDÚSTRIA,Outras obras de engenharia civil nao especificadas anteriormente,DEMAIS,Maceió,,,21603392000153,0,True,21603392,False,False,False,SEM RELACIONAMENTO,21603392000153.0,ATIVA,AGRESTE EMPREENDIMENTO IMOBILIARIO SPE LTDA,INDÚSTRIA,Outras obras de engenharia civil nao especificadas anteriormente,DEMAIS,Maceió,,,4299-5/99,4299599.0,42.0,F,Construcao,Obras de infraestrutura,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
31436944000130,ATIVA,RENOVATE ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,31436944000130,0,True,31436944,False,False,False,SEM RELACIONAMENTO,31436944000130.0,ATIVA,RENOVATE ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
63138186000160,ATIVA,RESERVA MARAH SPE LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,63138186000160,0,True,63138186,False,False,False,SEM RELACIONAMENTO,63138186000160.0,ATIVA,RESERVA MARAH SPE LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
11048719000119,ATIVA,JOSE REGINALDO DE LIMA LTDA,INDÚSTRIA,Servicos de manutencao e reparacao mecanica de veiculos automotores,PEQUENO PORTE,Maceió,,,11048719000119,10,True,11048719,False,False,False,SEM RELACIONAMENTO,11048719000119.0,ATIVA,JOSE REGINALDO DE LIMA LTDA,INDÚSTRIA,Servicos de manutencao e reparacao mecanica de veiculos automotores,PEQUENO PORTE,Maceió,,,4520-0/01,4520001.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
48012903000119,ATIVA,UCHOA SPE 06 LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,48012903000119,0,True,48012903,False,False,False,SEM RELACIONAMENTO,48012903000119.0,ATIVA,UCHOA SPE 06 LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
28131298000198,ATIVA,J C FALCAO DA SILVA,INDÚSTRIA,Servicos de comunicacao multimidia - scm,MICRO EMPRESA,Maceió,,,28131298000198,0,True,28131298,False,False,False,SEM RELACIONAMENTO,28131298000198.0,ATIVA,J C FALCAO DA SILVA,INDÚSTRIA,Servicos de comunicacao multimidia - scm,MICRO EMPRESA,Maceió,,,6110-8/03,6110803.0,61.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
43682843000128,ATIVA,CONSORCIO INOVAR LOTE 03,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,,43682843000128,0,True,43682843,False,False,False,SEM RELACIONAMENTO,43682843000128.0,ATIVA,CONSORCIO INOVAR LOTE 03,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
4171567005302,ATIVA,SHARP DO BRASIL SA IND DE EQUIPAMENTOS ELETRONICOS,INDÚSTRIA,"Fabricacao de aparelhos de recepcao, reproducao, gravacao e amplificacao de audio e video",DEMAIS,Maceió,,,04171567005302,10,True,04171567,False,False,False,SEM RELACIONAMENTO,4171567005302.0,ATIVA,SHARP DO BRASIL SA IND DE EQUIPAMENTOS ELETRONICOS,INDÚSTRIA,"Fabricacao de aparelhos de recepcao, reproducao, gravacao e amplificacao de audio e video",DEMAIS,Maceió,,,2640-0/00,2640000.0,26.0,C,Industria de transformacao,"Informatica, eletronicos e opticos",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
41817824000136,ATIVA,JOCERIA CONFEITARIA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,41817824000136,10,True,41817824,False,False,False,SEM RELACIONAMENTO,41817824000136.0,ATIVA,JOCERIA CONFEITARIA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
24473530000115,ATIVA,PANIFICACAO E MERCEARIA JACARECICA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,24473530000115,10,True,24473530,False,False,False,SEM RELACIONAMENTO,24473530000115.0,ATIVA,PANIFICACAO E MERCEARIA JACARECICA LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
35944871000148,ATIVA,HUMBERTO CAETANO 88929906400,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Maceió,,,35944871000148,10,True,35944871,False,False,False,SEM RELACIONAMENTO,35944871000148.0,ATIVA,HUMBERTO CAETANO 88929906400,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Maceió,,,3101-2/00,3101200.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
22809405000108,ATIVA,SOUL - LOCACAO & CONSTRUCOES LTDA,INDÚSTRIA,Obras de terraplenagem,MICRO EMPRESA,Maceió,,,22809405000108,0,True,22809405,False,False,False,SEM RELACIONAMENTO,22809405000108.0,ATIVA,SOUL - LOCACAO & CONSTRUCOES LTDA,INDÚSTRIA,Obras de terraplenagem,MICRO EMPRESA,Maceió,,,4313-4/00,4313400.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
36077093000108,ATIVA,VRS ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,,,36077093000108,0,True,36077093,False,False,False,SEM RELACIONAMENTO,36077093000108.0,ATIVA,VRS ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
61362912000106,ATIVA,RD ROSA ADMINISTRACAO E ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,61362912000106,0,True,61362912,False,False,False,SEM RELACIONAMENTO,61362912000106.0,ATIVA,RD ROSA ADMINISTRACAO E ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
33338298000101,ATIVA,JAMESSON COSTA OLIVEIRA 87054183487,INDÚSTRIA,Fabricacao de produtos diversos nao especificados anteriormente,MICRO EMPRESA,Maceió,,,33338298000101,10,True,33338298,False,False,False,SEM RELACIONAMENTO,33338298000101.0,ATIVA,JAMESSON COSTA OLIVEIRA 87054183487,INDÚSTRIA,Fabricacao de produtos diversos nao especificados anteriormente,MICRO EMPRESA,Maceió,,,3299-0/99,3299099.0,32.0,C,Industria de transformacao,Produtos diversos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
57662570000164,ATIVA,JOAO GABRIEL GOES DE MELO LTDA,INDÚSTRIA,Instalacao de paineis publicitarios,MICRO EMPRESA,Maceió,,,57662570000164,0,True,57662570,False,False,False,SEM RELACIONAMENTO,57662570000164.0,ATIVA,JOAO GABRIEL GOES DE MELO LTDA,INDÚSTRIA,Instalacao de paineis publicitarios,MICRO EMPRESA,Maceió,,,4329-1/01,4329101.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
30445812000101,ATIVA,MINERADORA DE AGUA OURO BRANCO LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,PEQUENO PORTE,Maceió,,,30445812000101,10,True,30445812,False,False,False,SEM RELACIONAMENTO,30445812000101.0,ATIVA,MINERADORA DE AGUA OURO BRANCO LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,PEQUENO PORTE,Maceió,,,1121-6/00,1121600.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
30847914000153,ATIVA,JEFFERSON BRAGA DE ARAUJO 09987653413,INDÚSTRIA,Servicos de pintura de edificios em geral,MICRO EMPRESA,Maceió,,,30847914000153,0,True,30847914,False,False,False,SEM RELACIONAMENTO,30847914000153.0,ATIVA,JEFFERSON BRAGA DE ARAUJO 09987653413,INDÚSTRIA,Servicos de pintura de edificios em geral,MICRO EMPRESA,Maceió,,,4330-4/04,4330404.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
45198064000187,ATIVA,45.198.064 LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,45198064000187,0,True,45198064,False,False,False,SEM RELACIONAMENTO,45198064000187.0,ATIVA,45.198.064 LTDA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
57696396000170,ATIVA,CONSORCIO L. PEREIRA & AMORIM BARRETO - MANUTENCAO DE RODOVIAS ESTADUAIS,INDÚSTRIA,Construcao de rodovias e ferrovias,DEMAIS,Maceió,,,57696396000170,0,True,57696396,False,False,False,SEM RELACIONAMENTO,57696396000170.0,ATIVA,CONSORCIO L. PEREIRA & AMORIM BARRETO - MANUTENCAO DE RODOVIAS ESTADUAIS,INDÚSTRIA,Construcao de rodovias e ferrovias,DEMAIS,Maceió,,,4211-1/01,4211101.0,42.0,F,Construcao,Obras de infraestrutura,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
34582088000119,ATIVA,M.M FERREIRA DE FRANCA,INDÚSTRIA,"Obras de urbanizacao - ruas, pracas e calcadas",PEQUENO PORTE,Maceió,,,34582088000119,0,True,34582088,False,False,False,SEM RELACIONAMENTO,34582088000119.0,ATIVA,M.M FERREIRA DE FRANCA,INDÚSTRIA,"Obras de urbanizacao - ruas, pracas e calcadas",PEQUENO PORTE,Maceió,,,4213-8/00,4213800.0,42.0,F,Construcao,Obras de infraestrutura,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
7001658000167,ATIVA,G. P. DE LIMA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,07001658000167,10,True,07001658,False,False,False,SEM RELACIONAMENTO,7001658000167.0,ATIVA,G. P. DE LIMA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
13205374000195,ATIVA,I S M ARQUITETURA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,13205374000195,0,True,13205374,False,False,False,SEM RELACIONAMENTO,13205374000195.0,ATIVA,I S M ARQUITETURA LTDA,INDÚSTRIA,Construcao de edificios,MICRO EMPRESA,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
52321150000109,ATIVA,ALTO DO CRISTO EMPREENDIMENTO IMOBILIARIO SPE LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,52321150000109,0,True,52321150,False,False,False,SEM RELACIONAMENTO,52321150000109.0,ATIVA,ALTO DO CRISTO EMPREENDIMENTO IMOBILIARIO SPE LTDA,INDÚSTRIA,Incorporacao de empreendimentos imobiliarios,DEMAIS,Maceió,,,4110-7/00,4110700.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
44948524000184,ATIVA,44.948.524 MARTHA PAULINIA ALEXANDRE HONORATO,INDÚSTRIA,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",MICRO EMPRESA,Maceió,,,44948524000184,10,True,44948524,False,False,False,SEM RELACIONAMENTO,44948524000184.0,ATIVA,44.948.524 MARTHA PAULINIA ALEXANDRE HONORATO,INDÚSTRIA,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",MICRO EMPRESA,Maceió,,,4520-0/07,4520007.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
7603065000170,ATIVA,ECCON AMBIENTAL LTDA,INDÚSTRIA,Coleta de residuos nao perigosos,PEQUENO PORTE,Maceió,,,07603065000170,0,True,07603065,False,False,False,SEM RELACIONAMENTO,7603065000170.0,ATIVA,ECCON AMBIENTAL LTDA,INDÚSTRIA,Coleta de residuos nao perigosos,PEQUENO PORTE,Maceió,,,3811-4/00,3811400.0,38.0,E,"Agua, esgoto e residuos",Coleta e tratamento de residuos,True,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
24250342000128,ATIVA,APLIMAC APLICADORA MACEIO LTDA,INDÚSTRIA,Servicos de pintura de edificios em geral,PEQUENO PORTE,Maceió,,24250342000128.0,24250342000128,0,True,24250342,False,True,False,SOMENTE SENAI,24250342000128.0,ATIVA,APLIMAC APLICADORA MACEIO LTDA,INDÚSTRIA,Servicos de pintura de edificios em geral,PEQUENO PORTE,Maceió,,24250342000128.0,4330-4/04,4330404.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,NÃO,CLIENTE,SESI
3066150000196,ATIVA,TABULEIRO MANUTENCAO E REPARACAO LTDA,INDÚSTRIA,Manutencao e reparacao de maquinas ferramenta,MICRO EMPRESA,Maceió,,,03066150000196,10,True,03066150,False,False,False,SEM RELACIONAMENTO,3066150000196.0,ATIVA,TABULEIRO MANUTENCAO E REPARACAO LTDA,INDÚSTRIA,Manutencao e reparacao de maquinas ferramenta,MICRO EMPRESA,Maceió,,,3314-7/13,3314713.0,33.0,C,Industria de transformacao,"Manutencao, reparacao e instalacao de maquinas",True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
21132751000131,ATIVA,CICERO GOMES DA SILVA 02327329493,INDÚSTRIA,Obras de alvenaria,MICRO EMPRESA,Maceió,,,21132751000131,0,True,21132751,False,False,False,SEM RELACIONAMENTO,21132751000131.0,ATIVA,CICERO GOMES DA SILVA 02327329493,INDÚSTRIA,Obras de alvenaria,MICRO EMPRESA,Maceió,,,4399-1/03,4399103.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
46879459000108,ATIVA,P H VENSKE DA ROCHA ENGENHARIA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,46879459000108,0,True,46879459,False,False,False,SEM RELACIONAMENTO,46879459000108.0,ATIVA,P H VENSKE DA ROCHA ENGENHARIA,INDÚSTRIA,Servicos de engenharia,MICRO EMPRESA,Maceió,,,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True,NAO,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,FORA DO ESCOPO SEBRAE,SIM,SIM,PROSPECT,NÃO
36394742000196,ATIVA,ACF EMPREENDIMENTOS IMOBILIARIOS LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,,,36394742000196,0,True,36394742,False,False,False,SEM RELACIONAMENTO,36394742000196.0,ATIVA,ACF EMPREENDIMENTOS IMOBILIARIOS LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
17348198000100,ATIVA,EMERSON FELIX DO NASCIMENTO,INDÚSTRIA,Servicos de operacao e fornecimento de equipamentos para transporte e elevacao de cargas e pessoas para uso em obras,MICRO EMPRESA,Maceió,,,17348198000100,10,True,17348198,False,False,False,SEM RELACIONAMENTO,17348198000100.0,ATIVA,EMERSON FELIX DO NASCIMENTO,INDÚSTRIA,Servicos de operacao e fornecimento de equipamentos para transporte e elevacao de cargas e pessoas para uso em obras,MICRO EMPRESA,Maceió,,,4399-1/04,4399104.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True,SIM,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,NÃO ATENDIDA,SIM,SIM,PROSPECT,NÃO
